BatsmanName,venue,city,TotalBatsmenRuns_Venue,TotalBatsmenSixes_Venue,TotalBatsmenFours_Venue,TotalBallsFaced_Venue,TotalDotBalls_Venue,DotBallPercentage_Venue,BoundaryPercentage_Venue,TotalInnings_Venue,NumberOfOuts_Venue,NotOuts_Venue,BattingStrikeRate_Venue,BattingAverage_Venue
Michael Bracewell,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,14,0,0,22,9,40.91,0,1,1,0,63.64,14
Michael Bracewell,Civil Service Cricket Club,Belfast,21,1,1,13,4,30.77,47.62,1,1,0,161.54,21
Michael Bracewell,Grange Cricket Club Ground,Edinburgh,61,3,8,25,8,32,81.97,1,,,244,
Michael Bracewell,Hagley Oval,Christchurch,1,0,0,6,6,100,0,3,2,1,16.67,0.5
Michael Bracewell,JSCA International Stadium Complex,Ranchi,1,0,0,2,1,50,0,1,,,50,
Michael Bracewell,Narendra Modi Stadium,Ahmedabad,8,1,0,8,5,62.5,75,1,1,0,100,8
Michael Bracewell,Sabina Park,Jamaica,7,0,1,5,3,60,57.14,2,,,140,
Gerhard Erasmus,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Muscat,145,7,8,117,44,37.61,51.03,5,4,1,123.93,36.25
Gerhard Erasmus,Dubai International Cricket Stadium,Dubai,12,0,1,20,13,65,33.33,1,1,0,60,12
Gerhard Erasmus,GMHBA Stadium,Geelong,52,0,2,60,22,36.67,15.38,3,3,0,86.67,17.33
Gerhard Erasmus,ICC Academy,Dubai,11,0,1,9,4,44.44,36.36,2,2,0,122.22,5.5
Gerhard Erasmus,Queens Sports Club,Bulawayo,123,2,7,110,37,33.64,32.52,5,3,2,111.82,41
Gerhard Erasmus,Sharjah Cricket Stadium,Sharjah,56,1,3,53,17,32.08,32.14,2,1,1,105.66,56
Gerhard Erasmus,United Cricket Club Ground,Namibia,175,8,16,137,64,46.72,64,7,4,3,127.74,43.75
Gerhard Erasmus,Wanderers,Namibia,62,4,5,36,17,47.22,70.97,1,,,172.22,
Gerhard Erasmus,Wanderers Cricket Ground,Namibia,186,6,15,164,70,42.68,51.61,9,5,4,113.41,37.2
Gerhard Erasmus,Zayed Cricket Stadium,Abu Dhabi,83,2,8,71,29,40.85,53.01,5,5,0,116.9,16.6
Martin Guptill,Bay Oval,Mount Maunganui,34,2,5,23,15,65.22,94.12,1,1,0,147.83,34
Martin Guptill,Civil Service Cricket Club,Belfast,60,2,6,48,18,37.5,60,3,3,0,125,20
Martin Guptill,Dubai International Cricket Stadium,Dubai,141,7,12,108,50,46.3,63.83,3,3,0,130.56,47
Martin Guptill,Eden Gardens,Kolkata,51,4,4,36,17,47.22,78.43,1,1,0,141.67,51
Martin Guptill,Eden Park,Auckland,55,5,2,32,16,50,69.09,3,3,0,171.88,18.33
Martin Guptill,Grange Cricket Club Ground,Edinburgh,40,2,4,31,14,45.16,70,1,1,0,129.03,40
Martin Guptill,Hagley Oval,Christchurch,34,1,3,30,12,40,52.94,2,2,0,113.33,17
Martin Guptill,JSCA International Stadium Complex,Ranchi,31,2,3,15,5,33.33,77.42,1,1,0,206.67,31
Martin Guptill,McLean Park,Napier,40,2,4,34,16,47.06,70,2,2,0,117.65,20
Martin Guptill,Sabina Park,Jamaica,51,2,5,41,21,51.22,62.75,3,3,0,124.39,17
Martin Guptill,Sawai Mansingh Stadium,Jaipur,70,4,3,42,8,19.05,51.43,1,1,0,166.67,70
Martin Guptill,Seddon Park,Hamilton,56,4,4,38,15,39.47,71.43,2,2,0,147.37,28
Martin Guptill,Sharjah Cricket Stadium,Sharjah,35,1,4,38,21,55.26,62.86,2,2,0,92.11,17.5
Martin Guptill,Sky Stadium,Wellington,71,4,7,46,19,41.3,73.24,1,1,0,154.35,71
Martin Guptill,Sportpark Westvliet,Voorburg,47,1,4,42,14,33.33,46.81,2,2,0,111.9,23.5
Martin Guptill,University Oval,Dunedin,97,8,6,50,14,28,74.23,1,1,0,194,97
Martin Guptill,Westpac Stadium,Wellington,50,3,3,38,17,44.74,60,2,2,0,131.58,25
Martin Guptill,Zayed Cricket Stadium,Abu Dhabi,32,0,5,26,10,38.46,62.5,2,2,0,123.08,16
Matt Henry,Eden Park,Auckland,0,0,0,0,1,,,1,,,,
Matt Henry,Gaddafi Stadium,Lahore,0,0,0,1,1,100,,1,1,0,0,0
Matt Henry,Hagley Oval,Christchurch,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Matt Henry,University Oval,Dunedin,1,0,0,1,,,0,1,,,100,
Mitchell Santner,Adelaide Oval,Adelaide,0,0,0,1,1,100,,1,1,0,0,0
Mitchell Santner,Bay Oval,Mount Maunganui,20,0,1,27,12,44.44,20,2,1,1,74.07,20
Mitchell Santner,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,19,0,1,23,10,43.48,21.05,1,,,82.61,
Mitchell Santner,Brisbane Cricket Ground,Brisbane,16,1,0,10,4,40,37.5,1,,,160,
Mitchell Santner,Civil Service Cricket Club,Belfast,2,0,0,2,1,50,0,1,1,0,100,2
Mitchell Santner,Dubai International Cricket Stadium,Dubai,25,1,2,21,10,47.62,56,4,2,2,119.05,12.5
Mitchell Santner,Eden Gardens,Kolkata,2,0,0,4,2,50,0,1,1,0,50,2
Mitchell Santner,Eden Park,Auckland,50,4,1,39,20,51.28,56,3,1,2,128.21,50
Mitchell Santner,Hagley Oval,Christchurch,11,0,1,9,3,33.33,36.36,2,1,1,122.22,11
Mitchell Santner,JSCA International Stadium Complex,Ranchi,15,0,1,14,5,35.71,26.67,2,1,1,107.14,15
Mitchell Santner,McLean Park,Napier,24,0,2,25,10,40,33.33,2,2,0,96,12
Mitchell Santner,Narendra Modi Stadium,Ahmedabad,13,0,1,13,8,61.54,30.77,1,1,0,100,13
Mitchell Santner,Old Trafford,Manchester,8,0,1,9,4,44.44,50,1,1,0,88.89,8
Mitchell Santner,Riverside Ground,Chester-le-Street,8,0,1,7,2,28.57,50,1,1,0,114.29,8
Mitchell Santner,Sabina Park,Jamaica,17,0,2,14,4,28.57,47.06,2,1,1,121.43,17
Mitchell Santner,Sawai Mansingh Stadium,Jaipur,4,0,0,4,1,25,0,1,,,100,
Mitchell Santner,Seddon Park,Hamilton,25,2,3,13,7,53.85,96,1,,,192.31,
Mitchell Santner,Sharjah Cricket Stadium,Sharjah,6,0,1,5,3,60,66.67,1,1,0,120,6
Mitchell Santner,Sportpark Westvliet,Voorburg,84,4,9,51,19,37.25,71.43,2,,,164.71,
Mitchell Santner,Sydney Cricket Ground,Sydney,11,1,0,5,1,20,54.55,1,,,220,
Mitchell Santner,University Oval,Dunedin,4,0,1,3,2,66.67,100,2,1,1,133.33,4
Mitchell Santner,Westpac Stadium,Wellington,3,0,0,5,2,40,0,1,1,0,60,3
Mitchell Santner,Zayed Cricket Stadium,Abu Dhabi,1,0,0,1,,,0,1,,,100,
Mitchell Swepson,Daren Sammy National Cricket Stadium,Saint Lucia,14,1,0,12,7,58.33,42.86,1,1,0,116.67,14
Mitchell Swepson,Manuka Oval,Canberra,12,1,1,5,1,20,83.33,1,,,240,
Mitchell Swepson,Perth Stadium,Perth,2,0,0,1,,,0,1,,,200,
Mitchell Swepson,Shere Bangla National Stadium,Dhaka,1,0,0,1,,,0,1,,,100,
Manish Pandey,Manuka Oval,Canberra,2,0,0,8,8,100,0,1,1,0,25,2
Moeen Ali,Brian Lara Stadium,Trinidad & Tobago,23,1,1,21,8,38.1,43.48,1,1,0,109.52,23
Moeen Ali,Brisbane Cricket Ground,Brisbane,5,0,0,6,2,33.33,0,1,1,0,83.33,5
Moeen Ali,County Ground,Bristol,52,6,2,18,5,27.78,84.62,1,1,0,288.89,52
Moeen Ali,Dubai International Cricket Stadium,Dubai,3,0,0,4,2,50,0,1,,,75,
Moeen Ali,Edgbaston,Birmingham,61,4,4,37,13,35.14,65.57,2,2,0,164.86,30.5
Moeen Ali,Gaddafi Stadium,Lahore,51,4,2,37,14,37.84,62.75,1,,,137.84,
Moeen Ali,Headingley,Leeds,36,1,6,16,5,31.25,83.33,1,1,0,225,36
Moeen Ali,Kensington Oval,Barbados,108,8,4,74,41,55.41,59.26,5,5,0,145.95,21.6
Moeen Ali,Manuka Oval,Canberra,44,2,4,27,10,37.04,63.64,1,1,0,162.96,44
Moeen Ali,Melbourne Cricket Ground,Melbourne,43,1,6,25,8,32,69.77,2,1,1,172,43
Moeen Ali,National Cricket Stadium,Grenada,22,2,1,13,4,30.77,72.73,1,,,169.23,
Moeen Ali,National Stadium,Karachi,91,5,8,52,16,30.77,68.13,3,1,2,175,91
Moeen Ali,Old Trafford,Manchester,77,5,5,47,12,25.53,64.94,5,5,0,163.83,15.4
Moeen Ali,Perth Stadium,Perth,18,1,0,17,9,52.94,33.33,2,1,1,105.88,18
Moeen Ali,Sharjah Cricket Stadium,Sharjah,38,2,3,29,15,51.72,63.16,2,1,1,131.03,38
Moeen Ali,Shere Bangla National Stadium,Dhaka,24,2,1,27,16,59.26,66.67,2,2,0,88.89,12
Moeen Ali,Sophia Gardens,Wales,28,0,3,17,2,11.76,42.86,1,1,0,164.71,28
Moeen Ali,Sydney Cricket Ground,Sydney,1,0,0,5,4,80,0,1,1,0,20,1
Moeen Ali,The Rose Bowl,Southampton,84,4,8,65,30,46.15,66.67,6,5,1,129.23,16.8
Moeen Ali,Trent Bridge,Nottingham,2,0,0,8,6,75,0,3,3,0,25,0.67
Moeen Ali,Zahur Ahmed Chowdhury Stadium,Chittagong,8,0,0,7,1,14.29,0,1,,,114.29,
Moeen Ali,Zayed Cricket Stadium,Abu Dhabi,51,2,3,37,8,21.62,47.06,1,,,137.84,
Matthew Breetzke,Kingsmead,Durban,5,0,1,7,6,85.71,80,1,1,0,71.43,5
Matthew Breetzke,St George's Park,Port Elizabeth,16,1,1,7,1,14.29,62.5,1,,,228.57,
Matthew Breetzke,The Wanderers Stadium,Johannesburg,4,0,1,3,2,66.67,100,1,1,0,133.33,4
Max O'Dowd,Adelaide Oval,Adelaide,81,2,9,78,42,53.85,59.26,2,2,0,103.85,40.5
Max O'Dowd,Bellerive Oval,Tasmania,8,1,0,8,5,62.5,75,1,1,0,100,8
Max O'Dowd,Bulawayo Athletic Club,Bulawayo,16,0,2,15,6,40,50,1,1,0,106.67,16
Max O'Dowd,GMHBA Stadium,Geelong,129,5,10,106,46,43.4,54.26,3,3,0,121.7,43
Max O'Dowd,Perth Stadium,Perth,8,0,0,13,7,53.85,0,1,1,0,61.54,8
Max O'Dowd,Queens Sports Club,Bulawayo,162,2,24,123,60,48.78,66.67,4,4,0,131.71,40.5
Max O'Dowd,Sharjah Cricket Stadium,Sharjah,2,0,0,3,2,66.67,0,1,1,0,66.67,2
Max O'Dowd,Sportpark Westvliet,Voorburg,8,0,1,13,10,76.92,50,2,2,0,61.54,4
Max O'Dowd,Sydney Cricket Ground,Sydney,16,0,3,10,5,50,75,1,1,0,160,16
Max O'Dowd,Tribhuvan University International Cricket Ground,Nepal,234,9,28,170,85,50,70.94,8,7,1,137.65,33.43
Max O'Dowd,Zayed Cricket Stadium,Abu Dhabi,121,1,13,103,36,34.95,47.93,2,1,1,117.48,121
Marcus Stoinis,Adelaide Oval,Adelaide,41,2,2,36,12,33.33,48.78,2,2,0,113.89,20.5
Marcus Stoinis,Barsapara Cricket Stadium,Guwahati,17,0,2,21,11,52.38,47.06,1,1,0,80.95,17
Marcus Stoinis,Bellerive Oval,Tasmania,9,1,0,6,2,33.33,66.67,1,1,0,150,9
Marcus Stoinis,Brisbane Cricket Ground,Brisbane,35,1,3,25,9,36,51.43,1,1,0,140,35
Marcus Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,7,0,0,6,,,0,1,,,116.67,
Marcus Stoinis,Dubai International Cricket Stadium,Dubai,56,3,4,42,18,42.86,60.71,3,1,2,133.33,56
Marcus Stoinis,Gaddafi Stadium,Lahore,23,0,5,9,2,22.22,86.96,1,1,0,255.56,23
Marcus Stoinis,Greenfield International Stadium,Trivandrum,45,4,2,25,9,36,71.11,1,1,0,180,45
Marcus Stoinis,Hagley Oval,Christchurch,8,0,1,11,6,54.55,50,1,1,0,72.73,8
Marcus Stoinis,Kingsmead,Durban,43,4,2,30,14,46.67,74.42,2,1,1,143.33,43
Marcus Stoinis,Manuka Oval,Canberra,42,2,4,25,10,40,66.67,3,1,2,168,42
Marcus Stoinis,Melbourne Cricket Ground,Melbourne,25,1,2,14,3,21.43,56,2,1,1,178.57,25
Marcus Stoinis,Pallekele International Cricket Stadium,Pallekele,38,1,3,23,5,21.74,47.37,1,1,0,165.22,38
Marcus Stoinis,Perth Stadium,Perth,94,9,6,33,7,21.21,82.98,2,1,1,284.85,94
Marcus Stoinis,R Premadasa Stadium,Colombo,9,1,0,7,3,42.86,66.67,1,1,0,128.57,9
Marcus Stoinis,Sky Stadium,Wellington,26,1,2,26,14,53.85,53.85,1,1,0,100,26
Marcus Stoinis,Sydney Cricket Ground,Sydney,80,3,7,58,24,41.38,57.5,4,3,1,137.93,26.67
Marcus Stoinis,The Rose Bowl,Southampton,84,3,7,62,24,38.71,54.76,3,3,0,135.48,28
Marcus Stoinis,University Oval,Dunedin,78,5,7,37,9,24.32,74.36,1,1,0,210.81,78
Marcus Stoinis,Westpac Stadium,Wellington,28,1,3,21,8,38.1,64.29,2,1,1,133.33,28
Marcus Stoinis,Zayed Cricket Stadium,Abu Dhabi,24,0,3,16,3,18.75,50,1,,,150,
Mitchell Marsh,Adelaide Oval,Adelaide,74,4,6,42,13,30.95,64.86,2,2,0,176.19,37
Mitchell Marsh,Bellerive Oval,Tasmania,16,1,0,13,4,30.77,37.5,1,1,0,123.08,16
Mitchell Marsh,Brisbane Cricket Ground,Brisbane,28,2,2,22,12,54.55,71.43,1,1,0,127.27,28
Mitchell Marsh,Carrara Oval,Carrara,3,0,0,3,3,100,0,1,1,0,100,3
Mitchell Marsh,Daren Sammy National Cricket Stadium,Saint Lucia,219,10,20,144,56,38.89,63.93,5,5,0,152.08,43.8
Mitchell Marsh,Dubai International Cricket Stadium,Dubai,121,6,11,77,26,33.77,66.12,3,1,2,157.14,121
Mitchell Marsh,Eden Park,Auckland,26,2,1,21,12,57.14,61.54,1,1,0,123.81,26
Mitchell Marsh,Hagley Oval,Christchurch,45,2,5,33,18,54.55,71.11,1,1,0,136.36,45
Mitchell Marsh,Kingsmead,Durban,186,8,24,100,34,34,77.42,3,1,2,186,186
Mitchell Marsh,Manuka Oval,Canberra,45,2,3,30,8,26.67,53.33,2,2,0,150,22.5
Mitchell Marsh,Perth Stadium,Perth,70,4,6,56,31,55.36,68.57,3,3,0,125,23.33
Mitchell Marsh,R Premadasa Stadium,Colombo,11,0,2,7,3,42.86,72.73,1,1,0,157.14,11
Mitchell Marsh,Shere Bangla National Stadium,Dhaka,156,2,16,158,68,43.04,48.72,5,5,0,98.73,31.2
Mitchell Marsh,Sky Stadium,Wellington,82,8,2,53,27,50.94,68.29,2,1,1,154.72,82
Mitchell Marsh,Sydney Cricket Ground,Sydney,16,1,2,12,7,58.33,87.5,1,1,0,133.33,16
Mitchell Marsh,The Rose Bowl,Southampton,39,1,2,36,13,36.11,35.9,1,,,108.33,
Mitchell Marsh,University Oval,Dunedin,0,0,0,1,1,100,,1,1,0,0,0
Mitchell Marsh,Westpac Stadium,Wellington,12,0,1,12,5,41.67,33.33,2,1,1,100,12
Mitchell Marsh,Zayed Cricket Stadium,Abu Dhabi,64,2,6,49,20,40.82,56.25,2,2,0,130.61,32
Mark Watt,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Muscat,22,0,2,18,5,27.78,36.36,2,2,0,122.22,11
Mark Watt,Dubai International Cricket Stadium,Dubai,27,0,2,29,13,44.83,29.63,3,3,0,93.1,9
Mark Watt,Grange Cricket Club Ground,Edinburgh,61,1,6,46,14,30.43,49.18,4,2,2,132.61,30.5
Mark Watt,ICC Academy,Dubai,9,0,1,6,2,33.33,44.44,1,1,0,150,9
Mark Watt,Sharjah Cricket Stadium,Sharjah,3,0,0,6,3,50,0,2,1,1,50,3
Mark Watt,Zayed Cricket Stadium,Abu Dhabi,3,0,0,6,3,50,0,1,1,0,50,3
Mark Chapman,Bay Oval,Mount Maunganui,1,0,0,5,4,80,0,1,,,20,
Mark Chapman,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,14,0,0,21,8,38.1,0,1,1,0,66.67,14
Mark Chapman,Dubai International Cricket Stadium,Dubai,129,5,8,96,30,31.25,48.06,3,3,0,134.38,43
Mark Chapman,Eden Gardens,Kolkata,0,0,0,2,2,100,,1,1,0,0,0
Mark Chapman,Eden Park,Auckland,118,5,11,76,23,30.26,62.71,5,4,1,155.26,29.5
Mark Chapman,Edgbaston,Birmingham,8,0,1,7,4,57.14,50,1,,,114.29,
Mark Chapman,Gaddafi Stadium,Lahore,115,6,9,76,27,35.53,62.61,3,1,2,151.32,115
Mark Chapman,Grange Cricket Club Ground,Edinburgh,83,7,5,44,17,38.64,74.7,1,1,0,188.64,83
Mark Chapman,Hagley Oval,Christchurch,60,3,5,41,14,34.15,63.33,4,4,0,146.34,15
Mark Chapman,JSCA International Stadium Complex,Ranchi,21,0,3,21,10,47.62,57.14,2,2,0,100,10.5
Mark Chapman,John Davies Oval,Queenstown,16,1,1,12,5,41.67,62.5,1,1,0,133.33,16
Mark Chapman,McLean Park,Napier,38,1,5,39,24,61.54,68.42,3,3,0,97.44,12.67
Mark Chapman,Narendra Modi Stadium,Ahmedabad,0,0,0,2,2,100,,1,1,0,0,0
Mark Chapman,Old Trafford,Manchester,15,1,1,8,1,12.5,66.67,1,1,0,187.5,15
Mark Chapman,Rawalpindi Cricket Stadium,Rawalpindi,175,5,21,99,27,27.27,65.14,2,,,176.77,
Mark Chapman,Riverside Ground,Chester-le-Street,11,1,0,9,5,55.56,54.55,1,1,0,122.22,11
Mark Chapman,Sawai Mansingh Stadium,Jaipur,63,2,6,50,24,48,57.14,1,1,0,126,63
Mark Chapman,Seddon Park,Hamilton,4,0,0,9,7,77.78,0,1,1,0,44.44,4
Mark Chapman,Sky Stadium,Wellington,19,1,0,15,7,46.67,31.58,2,,,126.67,
Mark Chapman,Trent Bridge,Nottingham,40,1,5,25,6,24,65,1,,,160,
Mark Chapman,University Oval,Dunedin,1,0,0,2,1,50,0,1,1,0,50,1
Mark Chapman,Westpac Stadium,Wellington,18,1,1,10,2,20,55.56,1,1,0,180,18
Matthew Wade,Adelaide Oval,Adelaide,6,0,1,8,5,62.5,66.67,1,1,0,75,6
Matthew Wade,Barsapara Cricket Stadium,Guwahati,28,1,3,16,3,18.75,64.29,1,,,175,
Matthew Wade,Bellerive Oval,Tasmania,21,1,1,14,5,35.71,47.62,1,1,0,150,21
Matthew Wade,Brisbane Cricket Ground,Brisbane,23,0,3,17,8,47.06,52.17,2,1,1,135.29,23
Matthew Wade,Carrara Oval,Carrara,39,0,5,29,10,34.48,51.28,1,,,134.48,
Matthew Wade,Daren Sammy National Cricket Stadium,Saint Lucia,87,4,9,54,22,40.74,68.97,5,5,0,161.11,17.4
Matthew Wade,Dubai International Cricket Stadium,Dubai,59,4,4,35,12,34.29,67.8,2,1,1,168.57,59
Matthew Wade,Eden Park,Auckland,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Matthew Wade,Greenfield International Stadium,Trivandrum,42,4,1,23,7,30.43,66.67,1,,,182.61,
Matthew Wade,Hagley Oval,Christchurch,12,1,0,12,7,58.33,50,1,1,0,100,12
Matthew Wade,M Chinnaswamy Stadium,Bengaluru,22,0,4,15,5,33.33,72.73,1,1,0,146.67,22
Matthew Wade,Manuka Oval,Canberra,17,0,0,19,7,36.84,0,2,1,1,89.47,17
Matthew Wade,Melbourne Cricket Ground,Melbourne,43,2,2,27,8,29.63,46.51,1,,,159.26,
Matthew Wade,Pallekele International Cricket Stadium,Pallekele,13,0,2,8,2,25,61.54,1,,,162.5,
Matthew Wade,Perth Stadium,Perth,28,1,1,22,8,36.36,35.71,2,1,1,127.27,28
Matthew Wade,Punjab Cricket Association IS Bindra Stadium,Mohali,45,2,6,21,6,28.57,80,1,,,214.29,
Matthew Wade,R Premadasa Stadium,Colombo,26,0,2,26,10,38.46,30.77,1,,,100,
Matthew Wade,Rajiv Gandhi International Stadium,Hyderabad,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Matthew Wade,Shaheed Veer Narayan Singh International Stadium,Raipur,36,2,2,23,7,30.43,55.56,1,,,156.52,
Matthew Wade,Shere Bangla National Stadium,Dhaka,42,2,0,60,32,53.33,28.57,5,5,0,70,8.4
Matthew Wade,Sky Stadium,Wellington,44,2,3,29,8,27.59,54.55,1,1,0,151.72,44
Matthew Wade,Sydney Cricket Ground,Sydney,157,4,18,98,36,36.73,61.15,5,4,1,160.2,39.25
Matthew Wade,The Rose Bowl,Southampton,14,1,1,9,3,33.33,71.43,1,1,0,155.56,14
Matthew Wade,University Oval,Dunedin,24,1,3,15,9,60,75,1,1,0,160,24
Matthew Wade,Vidarbha Cricket Association Stadium,Vidarbha,43,3,4,20,6,30,79.07,1,1,0,215,43
Matthew Wade,Westpac Stadium,Wellington,19,1,2,16,10,62.5,73.68,2,2,0,118.75,9.5
Matthew Wade,Zayed Cricket Stadium,Abu Dhabi,15,0,2,10,2,20,53.33,1,,,150,
Ma'ara Ave,Independence Park,Vanuatu,262,9,27,194,83,42.78,61.83,5,4,1,135.05,65.5
Matthew Forde,Brian Lara Stadium,Trinidad & Tobago,3,0,0,5,3,60,0,1,1,0,60,3
Matt Parkinson,Edgbaston,Birmingham,0,0,0,2,2,100,,1,1,0,0,0
Matt Parkinson,Headingley,Leeds,5,0,1,4,2,50,80,1,1,0,125,5
Matt Parkinson,The Rose Bowl,Southampton,0,0,0,3,4,133.33,,1,1,0,0,0
Matt Parkinson,Trent Bridge,Nottingham,0,0,0,2,2,100,,1,1,0,0,0
Matt Short,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,13,0,3,11,7,63.64,92.31,1,1,0,118.18,13
Matt Short,Eden Park,Auckland,27,3,1,11,2,18.18,81.48,1,1,0,245.45,27
Matt Short,Greenfield International Stadium,Trivandrum,19,0,3,10,2,20,63.16,1,1,0,190,19
Matt Short,Kingsmead,Durban,86,5,9,42,16,38.1,76.74,3,3,0,204.76,28.67
Matt Short,M Chinnaswamy Stadium,Bengaluru,16,0,2,11,3,27.27,50,1,1,0,145.45,16
Matt Short,Shaheed Veer Narayan Singh International Stadium,Raipur,22,1,2,19,11,57.89,63.64,1,1,0,115.79,22
Milind Kumar,Prairie View Cricket Complex,Houston,20,0,1,28,13,46.43,20,2,1,1,71.43,20
Mirza Baig,Zhejiang University of Technology Cricket Field,Hangzhou,36,2,5,29,19,65.52,88.89,3,1,2,124.14,36
Mohammad Hafeez,Dubai International Cricket Stadium,Dubai,11,0,1,11,4,36.36,36.36,2,1,1,100,11
Mohammad Hafeez,Eden Park,Auckland,0,0,0,1,1,100,,1,1,0,0,0
Mohammad Hafeez,Harare Sports Club,Harare,10,0,0,17,8,47.06,0,2,2,0,58.82,5
Mohammad Hafeez,Headingley,Leeds,10,0,0,12,4,33.33,0,1,1,0,83.33,10
Mohammad Hafeez,McLean Park,Napier,41,3,2,29,12,41.38,63.41,1,1,0,141.38,41
Mohammad Hafeez,Old Trafford,Manchester,156,10,9,90,21,23.33,61.54,3,2,1,173.33,78
Mohammad Hafeez,Providence Stadium,Guyana,6,0,0,6,1,16.67,0,1,1,0,100,6
Mohammad Hafeez,Rawalpindi Cricket Stadium,Rawalpindi,36,1,3,32,13,40.62,50,1,1,0,112.5,36
Mohammad Hafeez,Seddon Park,Hamilton,99,5,10,57,17,29.82,70.71,1,,,173.68,
Mohammad Hafeez,Sharjah Cricket Stadium,Sharjah,42,2,4,25,8,32,66.67,2,2,0,168,21
Mohammad Hafeez,SuperSport Park,Centurion,10,0,1,12,5,41.67,40,1,1,0,83.33,10
Mohammad Hafeez,The Wanderers Stadium,Johannesburg,45,0,7,34,12,35.29,62.22,2,2,0,132.35,22.5
Mohammad Hafeez,Trent Bridge,Nottingham,24,3,1,10,4,40,91.67,1,1,0,240,24
Mohammad Hafeez,Zayed Cricket Stadium,Abu Dhabi,32,0,5,16,3,18.75,62.5,1,,,200,
Mohammad Haris,Adelaide Oval,Adelaide,31,2,1,18,3,16.67,51.61,1,1,0,172.22,31
Mohammad Haris,Gaddafi Stadium,Lahore,7,1,0,8,6,75,85.71,1,1,0,87.5,7
Mohammad Haris,Melbourne Cricket Ground,Melbourne,8,0,1,12,9,75,50,1,1,0,66.67,8
Mohammad Haris,Rawalpindi Cricket Stadium,Rawalpindi,0,0,0,1,1,100,,1,1,0,0,0
Mohammad Haris,Sharjah Cricket Stadium,Sharjah,22,1,3,23,15,65.22,81.82,3,3,0,95.65,7.33
Mohammad Haris,Sydney Cricket Ground,Sydney,58,4,4,37,14,37.84,68.97,2,2,0,156.76,29
Mohammad Hasnain,Dubai International Cricket Stadium,Dubai,8,1,0,5,2,40,75,2,,,160,
Mohammad Hasnain,Gaddafi Stadium,Lahore,5,0,0,4,1,25,0,1,,,125,
Mohammad Hasnain,Headingley,Leeds,0,0,0,1,1,100,,1,,,0,
Mohammad Hasnain,National Stadium,Karachi,6,0,1,4,1,25,66.67,1,,,150,
Mohammad Nabi,Adelaide Oval,Adelaide,1,0,0,2,1,50,0,1,1,0,50,1
Mohammad Nabi,Brisbane Cricket Ground,Brisbane,13,0,1,8,3,37.5,30.77,1,1,0,162.5,13
Mohammad Nabi,Civil Service Cricket Club,Belfast,25,0,2,26,9,34.62,32,5,5,0,96.15,5
Mohammad Nabi,Dubai International Cricket Stadium,Dubai,42,0,6,39,20,51.28,57.14,2,1,1,107.69,42
Mohammad Nabi,Harare Sports Club,Harare,89,4,6,60,22,36.67,53.93,3,1,2,148.33,89
Mohammad Nabi,Holkar Cricket Stadium,Indore,14,0,1,18,8,44.44,28.57,1,1,0,77.78,14
Mohammad Nabi,M Chinnaswamy Stadium,Bengaluru,41,4,2,20,8,40,78.05,1,1,0,205,41
Mohammad Nabi,Perth Stadium,Perth,3,0,0,5,3,60,0,1,1,0,60,3
Mohammad Nabi,Punjab Cricket Association IS Bindra Stadium,Mohali,42,3,2,27,8,29.63,61.9,1,1,0,155.56,42
Mohammad Nabi,Rangiri Dambulla International Stadium,Dambulla,52,2,2,39,12,30.77,38.46,3,2,1,133.33,26
Mohammad Nabi,Sharjah Cricket Stadium,Sharjah,231,9,20,172,59,34.3,58.01,13,9,4,134.3,25.67
Mohammad Nabi,Sheikh Zayed Stadium,Abu Dhabi,49,4,2,31,12,38.71,65.31,3,3,0,158.06,16.33
Mohammad Nabi,Shere Bangla National Stadium,Dhaka,16,0,2,19,10,52.63,50,1,1,0,84.21,16
Mohammad Nabi,Sylhet International Cricket Stadium,Sylhet,70,1,7,62,26,41.94,48.57,2,1,1,112.9,70
Mohammad Nabi,Zayed Cricket Stadium,Abu Dhabi,81,2,7,69,28,40.58,49.38,3,2,1,117.39,40.5
Mohammad Nawaz,Adelaide Oval,Adelaide,4,0,0,11,9,81.82,0,1,1,0,36.36,4
Mohammad Nawaz,Dubai International Cricket Stadium,Dubai,75,4,7,50,20,40,69.33,4,4,0,150,18.75
Mohammad Nawaz,Gaddafi Stadium,Lahore,21,1,1,19,9,47.37,47.62,3,3,0,110.53,7
Mohammad Nawaz,Hagley Oval,Christchurch,129,8,9,80,32,40,65.12,7,3,4,161.25,43
Mohammad Nawaz,Melbourne Cricket Ground,Melbourne,14,0,2,13,7,53.85,57.14,2,2,0,107.69,7
Mohammad Nawaz,National Stadium,Karachi,55,2,5,40,16,40,58.18,5,3,2,137.5,18.33
